Date,Overall AQI Value,Main Pollutant,Site Name (of Overall AQI),CO,Ozone,PM10,PM25,NO2,Year,Month,Month_Name,Year-Month,Week,Day
2020-01-01,23,PM2.5,Hyderabad,5.0,22.0,8.0,23.0,19.0,2020.0,1.0,January,2020-01,1,Wednesday
2020-02-01,51,PM2.5,Hyderabad,6.0,21.0,19.0,51.0,33.0,2020.0,2.0,February,2020-02,5,Saturday
2020-03-01,60,PM2.5,Hyderabad,9.0,6.0,22.0,60.0,30.0,2020.0,3.0,March,2020-03,9,Sunday
2020-04-01,58,PM2.5,Hyderabad,9.0,24.0,15.0,58.0,23.0,2020.0,4.0,April,2020-04,14,Wednesday
2020-05-01,32,Ozone,Bangalore,3.0,32.0,3.0,12.0,25.0,2020.0,5.0,May,2020-05,18,Friday
2020-06-01,41,PM2.5,Hyderabad,6.0,17.0,14.0,41.0,28.0,2020.0,6.0,June,2020-06,23,Monday
2020-07-01,48,PM2.5,Hyderabad,9.0,17.0,18.0,48.0,38.0,2020.0,7.0,July,2020-07,27,Wednesday
2020-08-01,43,PM2.5,Hyderabad,6.0,30.0,13.0,43.0,26.0,2020.0,8.0,August,2020-08,31,Saturday
2020-09-01,29,NO2,Hyderabad,6.0,28.0,9.0,23.0,29.0,2020.0,9.0,September,2020-09,36,Tuesday
2020-10-01,52,PM2.5,Hyderabad,7.0,17.0,19.0,52.0,34.0,2020.0,10.0,October,2020-10,40,Thursday
2020-11-01,52,PM2.5,Hyderabad,7.0,33.0,19.0,52.0,27.0,2020.0,11.0,November,2020-11,44,Sunday
2020-12-01,30,Ozone,Bangalore,3.0,30.0,10.0,27.0,7.0,2020.0,12.0,December,2020-12,49,Tuesday
,52,PM2.5,Hyderabad,3.0,10.0,16.0,52.0,19.0,,,,NaT,,
,58,PM2.5,Hyderabad,6.0,13.0,18.0,58.0,21.0,,,,NaT,,
,52,PM2.5,Hyderabad,9.0,27.0,14.0,52.0,30.0,,,,NaT,,
,45,PM2.5,Hyderabad,10.0,30.0,11.0,45.0,26.0,,,,NaT,,
,35,Ozone,Bangalore,2.0,35.0,8.0,21.0,10.0,,,,NaT,,
,37,PM2.5,Hyderabad,5.0,28.0,11.0,37.0,31.0,,,,NaT,,
,60,PM2.5,Hyderabad,7.0,31.0,19.0,60.0,33.0,,,,NaT,,
,36,Ozone,Bangalore,2.0,36.0,7.0,21.0,19.0,,,,NaT,,
,41,NO2,Bangalore,6.0,34.0,14.0,37.0,41.0,,,,NaT,,
,67,PM2.5,Hyderabad,11.0,20.0,42.0,67.0,43.0,,,,NaT,,
,84,PM2.5,Hyderabad,13.0,11.0,61.0,84.0,43.0,,,,NaT,,
,80,PM2.5,Hyderabad,11.0,19.0,38.0,80.0,42.0,,,,NaT,,
,49,PM2.5,Hyderabad,8.0,33.0,12.0,49.0,24.0,,,,NaT,,
,23,PM2.5,Hyderabad,6.0,19.0,7.0,23.0,23.0,,,,NaT,,
,26,PM2.5,Hyderabad,6.0,19.0,8.0,26.0,21.0,,,,NaT,,
,31,Ozone,Bangalore,2.0,31.0,5.0,11.0,13.0,,,,NaT,,
,38,Ozone,Bangalore,2.0,38.0,5.0,15.0,14.0,,,,NaT,,
,36,NO2,Bangalore,6.0,30.0,11.0,31.0,36.0,,,,NaT,,
,56,PM2.5,Hyderabad,10.0,23.0,25.0,56.0,37.0,,,,NaT,,
2020-01-02,71,PM2.5,Hyderabad,8.0,18.0,24.0,71.0,32.0,2020.0,1.0,January,2020-01,1,Thursday
2020-02-02,58,PM2.5,Hyderabad,6.0,31.0,16.0,58.0,18.0,2020.0,2.0,February,2020-02,5,Sunday
2020-03-02,53,PM2.5,Hyderabad,10.0,18.0,19.0,53.0,33.0,2020.0,3.0,March,2020-03,10,Monday
2020-04-02,63,PM2.5,Hyderabad,10.0,22.0,23.0,63.0,31.0,2020.0,4.0,April,2020-04,14,Thursday
2020-05-02,32,PM2.5,Bangalore,7.0,29.0,8.0,32.0,30.0,2020.0,5.0,May,2020-05,18,Saturday
2020-06-02,46,PM2.5,Bangalore,3.0,17.0,9.0,46.0,22.0,2020.0,6.0,June,2020-06,23,Tuesday
2020-07-02,30,Ozone,Bangalore,3.0,30.0,6.0,24.0,16.0,2020.0,7.0,July,2020-07,27,Thursday
2020-08-02,32,Ozone,Bangalore,2.0,32.0,6.0,24.0,18.0,2020.0,8.0,August,2020-08,31,Sunday
2020-09-02,53,PM2.5,Hyderabad,3.0,23.0,12.0,53.0,24.0,2020.0,9.0,September,2020-09,36,Wednesday
2020-10-02,60,PM2.5,Hyderabad,7.0,26.0,18.0,60.0,28.0,2020.0,10.0,October,2020-10,40,Friday
2020-11-02,58,PM2.5,Hyderabad,7.0,39.00232018561485,15.0,58.0,25.0,2020.0,11.0,November,2020-11,45,Monday
2020-12-02,48,PM2.5,Hyderabad,5.0,39.00232018561485,12.0,48.0,23.0,2020.0,12.0,December,2020-12,49,Wednesday
,47,PM2.5,Hyderabad,6.0,39.00232018561485,10.0,47.0,30.0,,,,NaT,,
,24,PM2.5,Bangalore,2.0,39.00232018561485,7.0,24.0,21.0,,,,NaT,,
,30,PM2.5,Hyderabad,5.0,39.00232018561485,9.0,30.0,20.0,,,,NaT,,
,54,PM2.5,Hyderabad,7.0,39.00232018561485,16.0,54.0,29.0,,,,NaT,,
,59,PM2.5,Hyderabad,7.0,39.00232018561485,17.0,59.0,30.0,,,,NaT,,
,55,PM2.5,Hyderabad,5.0,39.00232018561485,15.0,55.0,34.0,,,,NaT,,
,37,Ozone,Bangalore,5.0,37.0,8.0,34.0,27.0,,,,NaT,,
,36,Ozone,Bangalore,2.0,36.0,8.0,21.0,19.0,,,,NaT,,
,36,Ozone,Bangalore,5.0,36.0,9.0,26.0,29.0,,,,NaT,,
,52,PM2.5,Hyderabad,8.0,39.0,16.0,52.0,42.0,,,,NaT,,
,63,PM2.5,Hyderabad,10.0,41.0,23.0,63.0,36.0,,,,NaT,,
,55,PM2.5,Bangalore,8.0,42.0,19.0,55.0,42.0,,,,NaT,,
,64,PM2.5,Bangalore,6.0,20.0,23.0,64.0,31.0,,,,NaT,,
,63,PM2.5,Hyderabad,5.0,39.0,19.0,63.0,18.0,,,,NaT,,
,38,Ozone,Bangalore,3.0,38.0,5.0,12.0,20.0,,,,NaT,,
,37,NO2,Hyderabad,5.0,36.0,8.0,25.0,37.0,,,,NaT,,
,35,Ozone,Bangalore,6.0,35.0,7.0,27.0,30.0,,,,NaT,,
2020-01-03,39,NO2,Hyderabad,5.0,38.0,7.0,27.0,39.0,2020.0,1.0,January,2020-01,1,Friday
2020-02-03,56,PM2.5,Hyderabad,7.0,46.0,21.0,56.0,37.0,2020.0,2.0,February,2020-02,6,Monday
2020-03-03,60,PM2.5,Hyderabad,6.0,43.0,21.0,60.0,29.0,2020.0,3.0,March,2020-03,10,Tuesday
2020-04-03,37,Ozone,Delhi,3.0,37.0,7.0,26.0,16.0,2020.0,4.0,April,2020-04,14,Friday
2020-05-03,36,Ozone,Visakhapatnam,5.0,36.0,6.0,22.0,30.0,2020.0,5.0,May,2020-05,18,Sunday
2020-06-03,40,Ozone,Delhi,6.0,40.0,12.0,38.0,29.0,2020.0,6.0,June,2020-06,23,Wednesday
2020-07-03,40,Ozone,Bangalore,2.0,40.0,6.0,19.0,27.0,2020.0,7.0,July,2020-07,27,Friday
2020-08-03,38,Ozone,Delhi,5.0,38.0,13.40467111534795,38.42054794520548,21.362118320610687,2020.0,8.0,August,2020-08,32,Monday
2020-09-03,52,PM2.5,Hyderabad,5.0,44.0,19.0,52.0,21.362118320610687,2020.0,9.0,September,2020-09,36,Thursday
2020-10-03,55,PM2.5,Hyderabad,6.0,37.0,23.0,55.0,31.0,2020.0,10.0,October,2020-10,40,Saturday
2020-11-03,37,Ozone,Bangalore,3.0,37.0,7.0,26.0,8.0,2020.0,11.0,November,2020-11,45,Tuesday
2020-12-03,48,PM2.5,Hyderabad,5.0,37.0,15.0,48.0,22.0,2020.0,12.0,December,2020-12,49,Thursday
,37,Ozone,Delhi,5.0,37.0,9.0,33.0,24.0,,,,NaT,,
,36,Ozone,Bangalore,3.0,36.0,6.0,22.0,24.0,,,,NaT,,
,43,Ozone,Bangalore,2.0,43.0,6.0,24.0,7.0,,,,NaT,,
,42,Ozone,Visakhapatnam,3.0,42.0,9.0,33.0,15.0,,,,NaT,,
,48,PM2.5,Hyderabad,5.0,34.0,13.0,48.0,25.0,,,,NaT,,
,43,Ozone,Visakhapatnam,3.0,43.0,8.0,28.0,28.0,,,,NaT,,
,35,Ozone,Visakhapatnam,3.0,35.0,6.0,28.0,10.0,,,,NaT,,
,58,PM2.5,Hyderabad,7.0,31.0,19.0,58.0,26.0,,,,NaT,,
,39,Ozone,Bangalore,5.0,39.0,6.0,20.0,8.0,,,,NaT,,
,41,Ozone,Bangalore,2.0,41.0,8.0,32.0,8.0,,,,NaT,,
,36,Ozone,Delhi,2.0,36.0,6.0,26.0,15.0,,,,NaT,,
,39,Ozone,Bangalore,2.0,39.0,4.0,14.0,17.0,,,,NaT,,
,37,PM2.5,Hyderabad,2.0,36.0,9.0,37.0,27.0,,,,NaT,,
,44,Ozone,Visakhapatnam,5.0,44.0,12.0,40.0,19.0,,,,NaT,,
,43,Ozone,Bangalore,5.0,43.0,12.0,36.0,30.0,,,,NaT,,
,44,PM2.5,Bangalore,5.0,40.0,10.0,44.0,27.0,,,,NaT,,
,42,Ozone,Delhi,3.0,42.0,5.0,18.0,7.0,,,,NaT,,
,38,Ozone,Visakhapatnam,2.0,38.0,4.0,14.0,6.0,,,,NaT,,
,43,Ozone,Visakhapatnam,2.0,43.0,7.0,26.0,11.0,,,,NaT,,
2020-01-04,42,Ozone,Bangalore,2.0,42.0,9.0,32.0,16.0,2020.0,1.0,January,2020-01,1,Saturday
2020-02-04,38,Ozone,Bangalore,2.0,38.0,8.0,14.0,7.0,2020.0,2.0,February,2020-02,6,Tuesday
2020-03-04,36,Ozone,Bangalore,2.0,36.0,1.0,4.0,5.0,2020.0,3.0,March,2020-03,10,Wednesday
2020-04-04,39,Ozone,Bangalore,3.0,39.0,5.0,17.0,8.0,2020.0,4.0,April,2020-04,14,Saturday
2020-05-04,48,PM2.5,Hyderabad,3.0,37.0,15.0,48.0,8.0,2020.0,5.0,May,2020-05,19,Monday
2020-06-04,42,Ozone,Bangalore,3.0,42.0,10.0,31.0,25.0,2020.0,6.0,June,2020-06,23,Thursday
2020-07-04,48,Ozone,Delhi,3.0,48.0,10.0,26.0,16.0,2020.0,7.0,July,2020-07,27,Saturday
2020-08-04,41,Ozone,Bangalore,3.0,41.0,9.0,31.0,24.0,2020.0,8.0,August,2020-08,32,Tuesday
2020-09-04,44,PM2.5,Hyderabad,3.0,41.0,12.0,44.0,21.0,2020.0,9.0,September,2020-09,36,Friday
2020-10-04,35,Ozone,Delhi,3.0,35.0,5.0,14.0,17.0,2020.0,10.0,October,2020-10,40,Sunday
2020-11-04,39,Ozone,Bangalore,3.0,39.0,5.0,17.0,29.0,2020.0,11.0,November,2020-11,45,Wednesday
2020-12-04,51,PM2.5,Hyderabad,6.0,47.0,14.0,51.0,32.0,2020.0,12.0,December,2020-12,49,Friday
,45,Ozone,Delhi,3.0,45.0,12.0,37.0,13.0,,,,NaT,,
,43,Ozone,Visakhapatnam,3.0,43.0,6.0,23.0,18.0,,,,NaT,,
,42,Ozone,Delhi,3.0,42.0,9.0,33.0,35.0,,,,NaT,,
,39,Ozone,Bangalore,5.0,39.0,8.0,29.0,29.0,,,,NaT,,
,44,Ozone,Bangalore,3.0,44.0,11.0,41.0,28.0,,,,NaT,,
,40,Ozone,Visakhapatnam,3.0,40.0,7.0,37.0,22.0,,,,NaT,,
,53,PM2.5,Hyderabad,5.0,50.0,16.0,53.0,25.0,,,,NaT,,
,39,Ozone,Bangalore,3.0,39.0,10.0,32.0,23.0,,,,NaT,,
,41,Ozone,Delhi,3.0,41.0,13.0,38.0,20.0,,,,NaT,,
,40,Ozone,Visakhapatnam,2.0,40.0,7.0,24.0,11.0,,,,NaT,,
,47,PM2.5,Hyderabad,5.0,43.0,14.0,47.0,39.0,,,,NaT,,
,52,PM2.5,Hyderabad,6.0,37.0,12.0,52.0,35.0,,,,NaT,,
,54,PM2.5,Hyderabad,7.0,48.0,16.0,54.0,25.0,,,,NaT,,
,41,Ozone,Bangalore,3.0,41.0,8.0,32.0,9.0,,,,NaT,,
,36,Ozone,Bangalore,2.0,36.0,2.0,8.0,4.0,,,,NaT,,
,41,Ozone,Delhi,3.0,41.0,8.0,26.0,21.0,,,,NaT,,
,42,Ozone,Delhi,5.0,42.0,11.0,35.0,21.0,,,,NaT,,
,43,PM2.5,Hyderabad,3.0,41.0,15.0,43.0,23.0,,,,NaT,,
2020-01-05,48,Ozone,Delhi,3.0,48.0,6.0,19.0,22.0,2020.0,1.0,January,2020-01,1,Sunday
2020-02-05,38,Ozone,Bangalore,6.0,38.0,9.0,37.0,20.0,2020.0,2.0,February,2020-02,6,Wednesday
2020-03-05,61,Ozone,Delhi,6.0,61.0,13.0,49.0,13.0,2020.0,3.0,March,2020-03,10,Thursday
2020-04-05,41,Ozone,Delhi,5.0,41.0,9.0,18.0,9.0,2020.0,4.0,April,2020-04,14,Sunday
2020-05-05,38,Ozone,Bangalore,2.0,38.0,8.0,23.0,19.0,2020.0,5.0,May,2020-05,19,Tuesday
2020-06-05,34,Ozone,Visakhapatnam,3.0,34.0,10.0,29.0,18.0,2020.0,6.0,June,2020-06,23,Friday
2020-07-05,43,Ozone,Bangalore,3.0,43.0,11.0,32.0,25.0,2020.0,7.0,July,2020-07,27,Sunday
2020-08-05,40,Ozone,Visakhapatnam,5.0,40.0,9.0,29.0,16.0,2020.0,8.0,August,2020-08,32,Wednesday
2020-09-05,30,Ozone,Bangalore,2.0,30.0,4.0,11.0,8.0,2020.0,9.0,September,2020-09,36,Saturday
2020-10-05,44,Ozone,Delhi,3.0,44.0,10.0,29.0,16.0,2020.0,10.0,October,2020-10,41,Monday
2020-11-05,42,Ozone,Delhi,5.0,42.0,14.0,40.0,26.0,2020.0,11.0,November,2020-11,45,Thursday
2020-12-05,39,Ozone,Bangalore,2.0,39.0,7.0,22.0,8.0,2020.0,12.0,December,2020-12,49,Saturday
,38,Ozone,Delhi,2.0,38.0,8.0,24.0,18.0,,,,NaT,,
,54,Ozone,Delhi,5.0,54.0,16.0,37.0,29.0,,,,NaT,,
,84,Ozone,Delhi,6.0,84.0,19.0,57.0,18.0,,,,NaT,,
,40,Ozone,Delhi,3.0,40.0,7.0,22.0,10.0,,,,NaT,,
,43,Ozone,Visakhapatnam,3.0,43.0,7.0,22.0,8.0,,,,NaT,,
,40,Ozone,Delhi,3.0,40.0,9.0,28.0,11.0,,,,NaT,,
,41,Ozone,Bangalore,2.0,41.0,11.0,27.0,8.0,,,,NaT,,
,43,Ozone,Bangalore,3.0,43.0,10.0,26.0,15.0,,,,NaT,,
,49,Ozone,Visakhapatnam,5.0,49.0,17.0,36.0,22.0,,,,NaT,,
,47,PM2.5,Hyderabad,5.0,47.0,19.0,47.0,19.0,,,,NaT,,
,43,Ozone,Visakhapatnam,3.0,43.0,15.0,38.0,10.0,,,,NaT,,
,43,PM2.5,Hyderabad,3.0,40.0,16.0,43.0,8.0,,,,NaT,,
,46,PM2.5,Bangalore,5.0,25.0,13.0,46.0,8.0,,,,NaT,,
,34,Ozone,Visakhapatnam,5.0,34.0,10.0,27.0,14.0,,,,NaT,,
,34,Ozone,Bangalore,5.0,34.0,10.0,29.0,13.0,,,,NaT,,
,33,PM2.5,Hyderabad,3.0,19.0,11.0,33.0,13.0,,,,NaT,,
,33,PM2.5,Hyderabad,5.0,22.0,10.0,33.0,10.0,,,,NaT,,
,39,Ozone,Bangalore,3.0,39.0,12.0,26.0,15.0,,,,NaT,,
,31,Ozone,Bangalore,3.0,31.0,7.0,13.0,7.0,,,,NaT,,
2020-01-06,33,Ozone,Delhi,3.0,33.0,11.0,24.0,27.0,2020.0,1.0,January,2020-01,2,Monday
2020-02-06,44,Ozone,Delhi,5.0,44.0,17.0,38.0,20.0,2020.0,2.0,February,2020-02,6,Thursday
2020-03-06,51,PM2.5,Hyderabad,5.0,47.0,19.0,51.0,20.0,2020.0,3.0,March,2020-03,10,Friday
2020-04-06,97,Ozone,Delhi,5.0,97.0,21.0,55.0,20.0,2020.0,4.0,April,2020-04,15,Monday
2020-05-06,56,PM2.5,Hyderabad,6.0,45.0,19.0,56.0,24.0,2020.0,5.0,May,2020-05,19,Wednesday
2020-06-06,44,Ozone,Bangalore,5.0,44.0,16.0,42.0,10.0,2020.0,6.0,June,2020-06,23,Saturday
2020-07-06,33,Ozone,Delhi,2.0,33.0,9.0,24.0,10.0,2020.0,7.0,July,2020-07,28,Monday
2020-08-06,31,Ozone,Delhi,3.0,31.0,13.0,30.0,23.0,2020.0,8.0,August,2020-08,32,Thursday
2020-09-06,93,Ozone,Delhi,5.0,93.0,16.0,38.0,21.0,2020.0,9.0,September,2020-09,36,Sunday
2020-10-06,61,Ozone,Bangalore,5.0,61.0,18.0,51.0,17.0,2020.0,10.0,October,2020-10,41,Tuesday
2020-11-06,54,PM2.5,Hyderabad,5.0,33.0,20.0,54.0,14.0,2020.0,11.0,November,2020-11,45,Friday
2020-12-06,46,Ozone,Delhi,3.0,46.0,13.0,33.0,10.0,2020.0,12.0,December,2020-12,49,Sunday
,34,Ozone,Delhi,2.0,34.0,6.0,13.0,6.0,,,,NaT,,
,37,Ozone,Bangalore,3.0,37.0,8.0,27.0,9.0,,,,NaT,,
,34,Ozone,Bangalore,3.0,34.0,11.0,32.0,10.0,,,,NaT,,
,42,Ozone,Bangalore,3.0,42.0,12.0,35.0,20.0,,,,NaT,,
,45,Ozone,Bangalore,3.0,45.0,14.0,35.0,20.0,,,,NaT,,
,26,Ozone,Bangalore,5.0,26.0,9.0,23.0,11.0,,,,NaT,,
,50,Ozone,Bangalore,5.0,50.0,11.0,31.0,16.0,,,,NaT,,
,54,Ozone,Bangalore,6.0,54.0,14.0,52.0,10.0,,,,NaT,,
,58,Ozone,Delhi,5.0,58.0,13.0,49.0,11.0,,,,NaT,,
,80,Ozone,Bangalore,5.0,80.0,15.0,44.0,19.0,,,,NaT,,
,52,PM2.5,Hyderabad,5.0,50.0,16.0,52.0,16.0,,,,NaT,,
,53,PM2.5,Bangalore,5.0,45.0,18.0,53.0,15.0,,,,NaT,,
,67,Ozone,Delhi,5.0,67.0,17.0,40.0,20.0,,,,NaT,,
,51,Ozone,Delhi,5.0,51.0,17.0,46.0,25.0,,,,NaT,,
,55,PM2.5,Hyderabad,6.0,50.0,20.0,55.0,20.0,,,,NaT,,
,54,PM2.5,Bangalore,5.0,45.0,17.0,54.0,12.0,,,,NaT,,
,41,Ozone,Bangalore,5.0,41.0,14.0,34.0,12.0,,,,NaT,,
,39,Ozone,Bangalore,3.0,39.0,10.0,26.0,21.0,,,,NaT,,
2020-01-07,33,Ozone,Delhi,5.0,33.0,12.0,28.0,20.0,2020.0,1.0,January,2020-01,2,Tuesday
2020-02-07,52,PM2.5,Hyderabad,5.0,41.0,19.0,52.0,17.0,2020.0,2.0,February,2020-02,6,Friday
2020-03-07,56,PM2.5,Bangalore,3.0,27.0,18.0,56.0,16.0,2020.0,3.0,March,2020-03,10,Saturday
2020-04-07,56,PM2.5,Hyderabad,3.0,31.0,17.0,56.0,9.0,2020.0,4.0,April,2020-04,15,Tuesday
2020-05-07,70,PM2.5,Hyderabad,5.0,44.0,27.0,70.0,15.0,2020.0,5.0,May,2020-05,19,Thursday
2020-06-07,57,PM2.5,Bangalore,6.0,45.0,18.0,57.0,13.0,2020.0,6.0,June,2020-06,23,Sunday
2020-07-07,38,PM2.5,Hyderabad,5.0,31.0,11.0,38.0,14.0,2020.0,7.0,July,2020-07,28,Tuesday
2020-08-07,53,PM2.5,Hyderabad,6.0,35.0,17.0,53.0,17.0,2020.0,8.0,August,2020-08,32,Friday
2020-09-07,55,PM2.5,Bangalore,6.0,54.0,18.0,55.0,18.0,2020.0,9.0,September,2020-09,37,Monday
2020-10-07,34,PM2.5,Hyderabad,3.0,23.0,13.0,34.0,9.0,2020.0,10.0,October,2020-10,41,Wednesday
2020-11-07,44,PM2.5,Bangalore,3.0,36.0,14.0,44.0,7.0,2020.0,11.0,November,2020-11,45,Saturday
2020-12-07,41,PM2.5,Hyderabad,5.0,37.0,12.0,41.0,15.0,2020.0,12.0,December,2020-12,50,Monday
,71,Ozone,Delhi,5.0,71.0,14.0,48.0,18.0,,,,NaT,,
,36,PM2.5,Hyderabad,2.0,31.0,11.0,36.0,15.0,,,,NaT,,
,37,PM2.5,Hyderabad,5.0,31.0,11.0,37.0,11.0,,,,NaT,,
,30,PM2.5,Hyderabad,5.0,29.0,13.0,30.0,13.0,,,,NaT,,
,32,PM2.5,Hyderabad,7.0,25.0,11.0,32.0,17.0,,,,NaT,,
,52,PM2.5,Bangalore,7.0,45.0,14.0,52.0,18.0,,,,NaT,,
,129,Ozone,Delhi,7.0,129.0,18.0,57.0,12.0,,,,NaT,,
,52,PM2.5,Bangalore,5.0,48.0,16.0,52.0,18.0,,,,NaT,,
,47,Ozone,Delhi,3.0,47.0,16.0,44.0,19.0,,,,NaT,,
,54,Ozone,Bangalore,6.0,54.0,15.0,47.0,20.0,,,,NaT,,
,84,Ozone,Delhi,6.0,84.0,14.0,36.0,18.0,,,,NaT,,
,44,Ozone,Bangalore,5.0,44.0,14.0,43.0,16.0,,,,NaT,,
,54,Ozone,Delhi,6.0,54.0,13.0,50.0,14.0,,,,NaT,,
,47,PM2.5,Hyderabad,6.0,46.0,13.0,47.0,16.0,,,,NaT,,
,67,Ozone,Delhi,5.0,67.0,18.0,53.0,22.0,,,,NaT,,
,48,Ozone,Delhi,5.0,48.0,15.0,47.0,21.0,,,,NaT,,
,71,Ozone,Bangalore,5.0,71.0,18.0,46.0,21.0,,,,NaT,,
,64,Ozone,Delhi,5.0,64.0,15.0,43.0,21.0,,,,NaT,,
,48,PM2.5,Hyderabad,5.0,43.0,15.0,48.0,15.0,,,,NaT,,
2020-01-08,41,PM2.5,Hyderabad,6.0,39.0,14.0,41.0,18.0,2020.0,1.0,January,2020-01,2,Wednesday
2020-02-08,52,PM2.5,Hyderabad,5.0,34.0,18.0,52.0,9.0,2020.0,2.0,February,2020-02,6,Saturday
2020-03-08,48,Ozone,Delhi,5.0,48.0,16.0,43.0,14.0,2020.0,3.0,March,2020-03,10,Sunday
2020-04-08,46,PM2.5,Hyderabad,3.0,24.0,21.0,46.0,20.0,2020.0,4.0,April,2020-04,15,Wednesday
2020-05-08,58,Ozone,Delhi,6.0,58.0,14.0,44.0,21.0,2020.0,5.0,May,2020-05,19,Friday
2020-06-08,51,Ozone,Bangalore,7.0,51.0,16.0,50.0,28.0,2020.0,6.0,June,2020-06,24,Monday
2020-07-08,52,PM2.5,Hyderabad,8.0,47.0,16.0,52.0,21.0,2020.0,7.0,July,2020-07,28,Wednesday
2020-08-08,61,Ozone,Bangalore,7.0,61.0,15.0,53.0,19.0,2020.0,8.0,August,2020-08,32,Saturday
2020-09-08,87,Ozone,Delhi,6.0,87.0,13.0,51.0,11.0,2020.0,9.0,September,2020-09,37,Tuesday
2020-10-08,97,Ozone,Delhi,6.0,97.0,16.0,52.0,18.0,2020.0,10.0,October,2020-10,41,Thursday
2020-11-08,77,Ozone,Visakhapatnam,6.0,77.0,19.0,57.0,22.0,2020.0,11.0,November,2020-11,45,Sunday
2020-12-08,74,Ozone,Delhi,3.0,74.0,14.0,43.0,23.0,2020.0,12.0,December,2020-12,50,Tuesday
,48,PM2.5,Hyderabad,3.0,44.0,20.0,48.0,20.0,,,,NaT,,
,54,PM2.5,Hyderabad,3.0,43.0,20.0,54.0,14.0,,,,NaT,,
,54,PM2.5,Hyderabad,3.0,27.0,17.0,54.0,8.0,,,,NaT,,
,52,PM2.5,Hyderabad,2.0,19.0,14.0,52.0,6.0,,,,NaT,,
,49,PM2.5,Hyderabad,5.0,39.0,14.0,49.0,15.0,,,,NaT,,
,41,PM2.5,Hyderabad,3.0,38.0,13.0,41.0,19.0,,,,NaT,,
,38,PM2.5,Bangalore,5.0,30.0,12.0,38.0,21.0,,,,NaT,,
,37,Ozone,Delhi,3.0,37.0,10.0,27.0,15.0,,,,NaT,,
,101,Ozone,Delhi,6.0,101.0,16.0,47.0,22.0,,,,NaT,,
,58,Ozone,Delhi,7.0,58.0,19.0,55.0,25.0,,,,NaT,,
,74,Ozone,Bangalore,9.0,74.0,17.0,56.0,21.0,,,,NaT,,
,51,Ozone,Delhi,5.0,51.0,15.0,45.0,21.0,,,,NaT,,
,52,PM2.5,Hyderabad,5.0,47.0,16.0,52.0,19.0,,,,NaT,,
,31,Ozone,Bangalore,2.0,31.0,11.0,18.0,9.0,,,,NaT,,
,39,Ozone,Delhi,5.0,39.0,12.0,33.0,22.0,,,,NaT,,
,43,PM2.5,Hyderabad,6.0,38.0,13.0,43.0,23.0,,,,NaT,,
,50,PM2.5,Hyderabad,5.0,30.0,17.0,50.0,15.0,,,,NaT,,
,28,Ozone,Bangalore,3.0,28.0,7.0,21.0,17.0,,,,NaT,,
,32,Ozone,Bangalore,5.0,32.0,10.0,27.0,17.0,,,,NaT,,
2020-01-09,30,Ozone,Visakhapatnam,5.0,30.0,11.0,25.0,16.0,2020.0,1.0,January,2020-01,2,Thursday
2020-02-09,32,PM2.5,Hyderabad,6.0,21.0,12.0,32.0,21.0,2020.0,2.0,February,2020-02,6,Sunday
2020-03-09,37,PM2.5,Hyderabad,5.0,33.0,16.0,37.0,22.0,2020.0,3.0,March,2020-03,11,Monday
2020-04-09,39,Ozone,Delhi,5.0,39.0,12.0,34.0,23.0,2020.0,4.0,April,2020-04,15,Thursday
2020-05-09,37,Ozone,Delhi,5.0,37.0,11.0,27.0,15.0,2020.0,5.0,May,2020-05,19,Saturday
2020-06-09,54,Ozone,Delhi,6.0,54.0,14.0,41.0,16.0,2020.0,6.0,June,2020-06,24,Tuesday
2020-07-09,35,Ozone,Visakhapatnam,5.0,35.0,10.0,24.0,11.0,2020.0,7.0,July,2020-07,28,Thursday
2020-08-09,41,Ozone,Bangalore,5.0,41.0,15.0,34.0,22.0,2020.0,8.0,August,2020-08,32,Sunday
2020-09-09,45,PM2.5,Hyderabad,6.0,36.0,18.0,45.0,25.0,2020.0,9.0,September,2020-09,37,Wednesday
2020-10-09,33,PM2.5,Hyderabad,6.0,23.0,12.0,33.0,20.0,2020.0,10.0,October,2020-10,41,Friday
2020-11-09,36,PM2.5,Hyderabad,5.0,29.0,11.0,36.0,22.0,2020.0,11.0,November,2020-11,46,Monday
2020-12-09,30,Ozone,Bangalore,5.0,30.0,10.0,27.0,9.0,2020.0,12.0,December,2020-12,50,Wednesday
,38,PM2.5,Hyderabad,5.0,30.0,16.0,38.0,9.0,,,,NaT,,
,27,PM2.5,Hyderabad,3.0,27.0,11.0,27.0,10.0,,,,NaT,,
,25,Ozone,Delhi,5.0,25.0,13.0,22.0,19.0,,,,NaT,,
,35,Ozone,Visakhapatnam,6.0,35.0,15.0,33.0,24.0,,,,NaT,,
,40,Ozone,Visakhapatnam,6.0,40.0,15.0,39.0,23.0,,,,NaT,,
,36,PM2.5,Hyderabad,5.0,26.0,15.0,36.0,6.0,,,,NaT,,
,28,Ozone,Delhi,2.0,28.0,14.0,22.0,15.0,,,,NaT,,
,31,PM2.5,Bangalore,3.0,28.0,15.0,31.0,23.0,,,,NaT,,
,31,Ozone,Visakhapatnam,5.0,31.0,12.0,29.0,25.0,,,,NaT,,
,36,Ozone,Delhi,5.0,36.0,17.0,29.0,16.0,,,,NaT,,
,52,PM2.5,Hyderabad,6.0,44.0,21.0,52.0,33.0,,,,NaT,,
